LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/min),(micron/min),(micron),(min),(micron),(micron),(micron),
ID31078 → ID30737,58,31078,30737,0.0603099318213201,0.002642186453523798,0.12279040253753558,0.24558080507507116,21.0,197.27097303591046,243.59825977126988,0.0,
ID30658 → ID31960,58,30658,31960,0.06099221787831551,0.004862078282618306,0.12348301287860966,0.24696602575721932,11.0,197.41941896145917,244.9958069544668,0.0,
ID32920 → ID32961,58,32920,32961,0.019355018785119204,0.1384579309302527,0.06956115795672037,0.13912231591344074,37.0,196.9230700261324,241.79683666849846,0.0,
ID32034 → ID31234,58,32034,31234,0.04563875779338941,0.41213830123547607,0.10681614788199092,0.21363229576398185,31.0,197.0561199133749,242.40157128157406,0.0,
ID33297 → ID33509,58,33297,33509,0.026217873156641015,1.551353378834972,0.08095967075748427,0.16191934151496853,65.0,196.75281780715585,239.8504679646553,0.0,
ID31234 → ID32704,58,31234,32704,0.10190566310412856,0.09436924502140369,0.15961333207483686,0.3192266641496737,33.0,196.958725493463,242.15480527440906,0.0,
ID38027 → ID40552,58,38027,40552,0.00965834215751112,0.8548342088222746,0.04913843240659779,0.09827686481319559,133.0,196.1111359146335,237.37924196196104,0.0,
ID32618 → ID32575,58,32618,32575,0.09045884798422911,0.14060343671489453,0.1503818871940942,0.3007637743881884,25.0,197.1295365498927,243.1864446769078,0.0,
ID36027 → ID39804,58,36027,39804,0.013942642152885565,0.995080271726198,0.05903948287562647,0.11807896575125294,107.0,196.76960226936694,236.5913345279622,0.0,
ID36035 → ID34367,58,36035,34367,0.036556887929278935,0.423346773849498,0.09559927814748255,0.1911985562949651,85.0,196.79590538732526,238.69819823814152,0.0,
ID35975 → ID37788,58,35975,37788,0.006170601856786076,0.557657426641437,0.0392765892637907,0.0785531785275814,91.0,196.88351395060323,236.97508458359349,0.0,
ID34367 → ID39369,58,34367,39369,0.01821952307337448,0.5197115357867521,0.06748985678117579,0.13497971356235158,87.0,196.74864028214458,238.56403870860555,0.0,
ID39864 → ID39894,60,39864,39894,0.043697196916330935,1.0080647555900055,0.10451937250616622,0.20903874501233244,109.0,149.8824838642459,245.25470581082402,0.0,
